protein id	EMPAI
sp|P09486|SPRC_HUMAN	0.00022332344
sp|P09622|DLDH_HUMAN	0.00022332344
sp|P14678|RSMB_HUMAN	0.00022332344
sp|P18669|PGAM1_HUMAN	0.00022332344
sp|P21281|VATB2_HUMAN	0.00022332344
sp|P35222|CTNB1_HUMAN	0.00022332344
sp|P36551|HEM6_HUMAN	0.00022332344
sp|P48444|COPD_HUMAN	0.00022332344
sp|P49184|DNSL1_HUMAN	0.00022332344
sp|P51659|DHB4_HUMAN	0.00022332344
sp|P53597|SUCA_HUMAN	0.00022332344
sp|P54709|AT1B3_HUMAN	0.00022332344
sp|P62906|RL10A_HUMAN	0.00022332344
sp|P63162|RSMN_HUMAN	0.00022332344
sp|Q13405|RM49_HUMAN	0.00022332344
sp|Q15029|U5S1_HUMAN	0.00022332344
sp|Q15287|RNPS1_HUMAN	0.00022332344
sp|Q5VZF2|MBNL2_HUMAN	0.00022332344
sp|Q8N0Y7|PGAM4_HUMAN	0.00022332344
sp|Q8N2F6|ARM10_HUMAN	0.00022332344
sp|Q969G5|PRDBP_HUMAN	0.00022332344
sp|Q96C36|P5CR2_HUMAN	0.00022332344
sp|Q96IZ0|PAWR_HUMAN	0.00022332344
sp|Q9BT09|CNPY3_HUMAN	0.00022332344
sp|Q9H0N0|RAB6C_HUMAN	0.00022332344
sp|Q9NR56|MBNL1_HUMAN	0.00022332344
sp|Q9UN86|G3BP2_HUMAN	0.00022332344
sp|Q9Y2G5|OFUT2_HUMAN	0.00022332344
sp|Q9Y2Q9|RT28_HUMAN	0.00022332344
sp|Q9Y2Z4|SYYM_HUMAN	0.00022332344
sp|P12109|CO6A1_HUMAN	0.00021937914
sp|O95202|LETM1_HUMAN	0.00021809513
sp|P42892|ECE1_HUMAN	0.00021809513
sp|Q96TA1|NIBL1_HUMAN	0.00021809513
sp|Q12849|GRSF1_HUMAN	0.00021557158
sp|Q13555|KCC2G_HUMAN	0.00021557158
sp|Q14247|SRC8_HUMAN	0.00021557158
sp|Q96I99|SUCB2_HUMAN	0.00021557158
sp|Q9UHX1|PUF60_HUMAN	0.00021557158
sp|Q9Y4P3|TBL2_HUMAN	0.00021557158
sp|Q9NSD9|SYFB_HUMAN	0.00021310565
sp|P09874|PARP1_HUMAN	0.0002118937
sp|O00217|NDUS8_HUMAN	0.000208339
sp|O75880|SCO1_HUMAN	0.000208339
sp|O95571|ETHE1_HUMAN	0.000208339
sp|P15259|PGAM2_HUMAN	0.000208339
sp|Q06136|KDSR_HUMAN	0.000208339
sp|Q13740|CD166_HUMAN	0.000208339
sp|Q16629|SRSF7_HUMAN	0.000208339
sp|Q7Z7K6|CENPV_HUMAN	0.000208339
sp|Q86U42|PABP2_HUMAN	0.000208339
sp|Q8N6M0|OTU6B_HUMAN	0.000208339
sp|Q8TCT9|HM13_HUMAN	0.000208339
sp|Q9BVP2|GNL3_HUMAN	0.000208339
sp|Q9Y3B9|RRP15_HUMAN	0.000208339
sp|P35579|MYH9_HUMAN	0.00020660594
sp|P18084|ITB5_HUMAN	0.00020378061
sp|P10515|ODP2_HUMAN	0.0002015753
sp|Q96HC4|PDLI5_HUMAN	0.0002015753
sp|A5A3E0|POTEF_HUMAN	0.00019523634
sp|O00303|EIF3F_HUMAN	0.00019523634
sp|O95831|AIFM1_HUMAN	0.00019523634
sp|P06756|ITAV_HUMAN	0.00019523634
sp|P07602|SAP_HUMAN	0.00019523634
sp|P0C7P4|UCRIL_HUMAN	0.00019523634
sp|P16520|GBB3_HUMAN	0.00019523634
sp|P29372|3MG_HUMAN	0.00019523634
sp|P29558|RBMS1_HUMAN	0.00019523634
sp|P31937|3HIDH_HUMAN	0.00019523634
sp|P47985|UCRI_HUMAN	0.00019523634
sp|P49756|RBM25_HUMAN	0.00019523634
sp|P53990|IST1_HUMAN	0.00019523634
sp|P61006|RAB8A_HUMAN	0.00019523634
sp|P61026|RAB10_HUMAN	0.00019523634
sp|Q05519|SRS11_HUMAN	0.00019523634
sp|Q96B26|EXOS8_HUMAN	0.00019523634
sp|Q96C19|EFHD2_HUMAN	0.00019523634
sp|Q9GZS3|WDR61_HUMAN	0.00019523634
sp|Q9H1E5|TMX4_HUMAN	0.00019523634
sp|Q9H1I8|ASCC2_HUMAN	0.00019523634
sp|Q9H223|EHD4_HUMAN	0.00019523634
sp|Q9UGM6|SYWM_HUMAN	0.00019523634
sp|Q9Y580|RBM7_HUMAN	0.00019523634
sp|Q9Y6I9|TX264_HUMAN	0.00019523634
sp|Q9Y6N1|COX11_HUMAN	0.00019523634
sp|O00429|DNM1L_HUMAN	0.00019122701
sp|O00425|IF2B3_HUMAN	0.00018928338
sp|P12035|K2C3_HUMAN	0.00018928338
sp|P13647|K2C5_HUMAN	0.00018928338
sp|Q7Z794|K2C1B_HUMAN	0.00018928338
sp|Q9BZZ5|API5_HUMAN	0.00018928338
sp|P46821|MAP1B_HUMAN	0.00018846242
sp|O94874|UFL1_HUMAN	0.00018737881
sp|O00487|PSDE_HUMAN	0.00018368226
sp|O00567|NOP56_HUMAN	0.00018368226
sp|P07858|CATB_HUMAN	0.00018368226
sp|P21108|PRPS3_HUMAN	0.00018368226
sp|P27695|APEX1_HUMAN	0.00018368226
sp|P49810|PSN2_HUMAN	0.00018368226
sp|P50552|VASP_HUMAN	0.00018368226
sp|Q13084|RM28_HUMAN	0.00018368226
sp|Q14157|UBP2L_HUMAN	0.00018368226
sp|Q14964|RB39A_HUMAN	0.00018368226
sp|Q5XKE5|K2C79_HUMAN	0.00018368226
sp|Q6XE24|RBMS3_HUMAN	0.00018368226
sp|Q8NBJ7|SUMF2_HUMAN	0.00018368226
sp|Q8WXX5|DNJC9_HUMAN	0.00018368226
sp|Q92542|NICA_HUMAN	0.00018368226
sp|Q96AQ6|PBIP1_HUMAN	0.00018368226
sp|Q9BQE5|APOL2_HUMAN	0.00018368226
sp|Q9BYD3|RM04_HUMAN	0.00018368226
sp|Q9GZY8|MFF_HUMAN	0.00018368226
sp|Q9H7B2|RPF2_HUMAN	0.00018368226
sp|Q9NQG5|RPR1B_HUMAN	0.00018368226
sp|Q9Y282|ERGI3_HUMAN	0.00018368226
sp|Q9Y2T7|YBOX2_HUMAN	0.00018368226
sp|Q8N163|CCAR2_HUMAN	0.00018012855
sp|P61011|SRP54_HUMAN	0.00017840271
sp|Q13554|KCC2B_HUMAN	0.00017840271
sp|Q6NUM9|RETST_HUMAN	0.00017840271
sp|Q9BTU6|P4K2A_HUMAN	0.00017840271
sp|O75323|NIPS2_HUMAN	0.00017341785
sp|O75525|KHDR3_HUMAN	0.00017341785
sp|O75787|RENR_HUMAN	0.00017341785
sp|P04222|1C03_HUMAN	0.00017341785
sp|P04264|K2C1_HUMAN	0.00017341785
sp|P11488|GNAT1_HUMAN	0.00017341785
sp|P23193|TCEA1_HUMAN	0.00017341785
sp|P30154|2AAB_HUMAN	0.00017341785
sp|P62714|PP2AB_HUMAN	0.00017341785
sp|P67775|PP2AA_HUMAN	0.00017341785
sp|Q12926|ELAV2_HUMAN	0.00017341785
sp|Q15560|TCEA2_HUMAN	0.00017341785
sp|Q92820|GGH_HUMAN	0.00017341785
sp|Q969Z0|TBRG4_HUMAN	0.00017341785
sp|Q96PD2|DCBD2_HUMAN	0.00017341785
sp|Q99442|SEC62_HUMAN	0.00017341785
sp|Q9NW68|BSDC1_HUMAN	0.00017341785
sp|Q9UIJ7|KAD3_HUMAN	0.00017341785
sp|Q9UL46|PSME2_HUMAN	0.00017341785
sp|Q9Y383|LC7L2_HUMAN	0.00017341785
sp|Q9Y680|FKBP7_HUMAN	0.00017341785
sp|P78344|IF4G2_HUMAN	0.00017024638
sp|Q15397|PUM3_HUMAN	0.00016870369
sp|Q08211|DHX9_HUMAN	0.00016644133
sp|P09038|FGF2_HUMAN	0.00016423878
sp|P09471|GNAO_HUMAN	0.00016423878
sp|P11908|PRPS2_HUMAN	0.00016423878
sp|P12956|XRCC6_HUMAN	0.00016423878
sp|P19087|GNAT2_HUMAN	0.00016423878
sp|P31483|TIA1_HUMAN	0.00016423878
sp|P38405|GNAL_HUMAN	0.00016423878
sp|P60891|PRPS1_HUMAN	0.00016423878
sp|P61619|S61A1_HUMAN	0.00016423878
sp|Q00059|TFAM_HUMAN	0.00016423878
sp|Q09160|1A80_HUMAN	0.00016423878
sp|Q14165|MLEC_HUMAN	0.00016423878
sp|Q15417|CNN3_HUMAN	0.00016423878
sp|Q16762|THTR_HUMAN	0.00016423878
sp|Q8N752|KC1AL_HUMAN	0.00016423878
sp|Q8NBZ7|UXS1_HUMAN	0.00016423878
sp|Q92879|CELF1_HUMAN	0.00016423878
sp|Q9Y6W5|WASF2_HUMAN	0.00016423878
sp|P48681|NEST_HUMAN	0.00016083331
sp|P06396|GELS_HUMAN	0.00016000388
sp|Q01546|K22O_HUMAN	0.00016000388
sp|Q12996|CSTF3_HUMAN	0.00016000388
sp|Q13823|NOG2_HUMAN	0.00016000388
sp|Q8NBJ5|GT251_HUMAN	0.00016000388
sp|Q9BQ39|DDX50_HUMAN	0.00016000388
sp|Q9H845|ACAD9_HUMAN	0.00016000388
sp|Q9UBV2|SE1L1_HUMAN	0.00016000388
sp|A8MTJ3|GNAT3_HUMAN	0.00015598169
sp|O14657|TOR1B_HUMAN	0.00015598169
sp|O60282|KIF5C_HUMAN	0.00015598169
sp|O60784|TOM1_HUMAN	0.00015598169
sp|P01893|HLAH_HUMAN	0.00015598169
sp|P13797|PLST_HUMAN	0.00015598169
sp|P24468|COT2_HUMAN	0.00015598169
sp|P26378|ELAV4_HUMAN	0.00015598169
sp|P48729|KC1A_HUMAN	0.00015598169
sp|Q02978|M2OM_HUMAN	0.00015598169
sp|Q08170|SRSF4_HUMAN	0.00015598169
sp|Q15436|SC23A_HUMAN	0.00015598169
sp|Q15459|SF3A1_HUMAN	0.00015598169
sp|Q16576|RBBP7_HUMAN	0.00015598169
sp|Q5VWX1|KHDR2_HUMAN	0.00015598169
sp|Q8N1A0|KT222_HUMAN	0.00015598169
sp|Q92600|RCD1_HUMAN	0.00015598169
sp|Q96AK3|ABC3D_HUMAN	0.00015598169
sp|Q96KG9|NTKL_HUMAN	0.00015598169
sp|Q9BRK5|CAB45_HUMAN	0.00015598169
sp|Q9HBI1|PARVB_HUMAN	0.00015598169
sp|P0CG39|POTEJ_HUMAN	0.00015341063
sp|Q12840|KIF5A_HUMAN	0.00015092286
sp|A6NMX2|I4E1B_HUMAN	0.00014851443
sp|O43290|SNUT1_HUMAN	0.00014851443
sp|O75818|RPP40_HUMAN	0.00014851443
sp|P0CG38|POTEI_HUMAN	0.00014851443
sp|P63092|GNAS2_HUMAN	0.00014851443
sp|Q13011|ECH1_HUMAN	0.00014851443
sp|Q13641|TPBG_HUMAN	0.00014851443
sp|Q6ZMR3|LDH6A_HUMAN	0.00014851443
sp|Q9BXK5|B2L13_HUMAN	0.00014851443
sp|Q9H0V9|LMA2L_HUMAN	0.00014851443
sp|Q9UJV8|PURG_HUMAN	0.00014851443
sp|O95479|G6PE_HUMAN	0.00014504243
sp|P13010|XRCC5_HUMAN	0.00014504243
sp|Q14978|NOLC1_HUMAN	0.00014504243
sp|O14763|TR10B_HUMAN	0.00014172893
sp|O43837|IDH3B_HUMAN	0.00014172893
sp|P07339|CATD_HUMAN	0.00014172893
sp|P10589|COT1_HUMAN	0.00014172893
sp|P22087|FBRL_HUMAN	0.00014172893
sp|P42025|ACTY_HUMAN	0.00014172893
sp|P49406|RM19_HUMAN	0.00014172893
sp|P49768|PSN1_HUMAN	0.00014172893
sp|Q01844|EWS_HUMAN	0.00014172893
sp|Q58FG1|HS904_HUMAN	0.00014172893
sp|Q6PJT7|ZC3HE_HUMAN	0.00014172893
sp|Q7Z434|MAVS_HUMAN	0.00014172893
sp|Q7Z739|YTHD3_HUMAN	0.00014172893
sp|Q8WWC4|CB047_HUMAN	0.00014172893
sp|Q96DV4|RM38_HUMAN	0.00014172893
sp|Q96HD1|CREL1_HUMAN	0.00014172893
sp|Q9BXW7|CECR5_HUMAN	0.00014172893
sp|Q9H0C2|ADT4_HUMAN	0.00014172893
sp|Q9H3P7|GCP60_HUMAN	0.00014172893
sp|Q9NWU1|OXSM_HUMAN	0.00014172893
sp|P26006|ITA3_HUMAN	0.00013856332
sp|O60641|AP180_HUMAN	0.00013553596
sp|O60884|DNJA2_HUMAN	0.00013553596
sp|P06753|TPM3_HUMAN	0.00013553596
sp|P07996|TSP1_HUMAN	0.00013553596
sp|P0DMP2|SRG2B_HUMAN	0.00013553596
sp|P35659|DEK_HUMAN	0.00013553596
sp|P37268|FDFT_HUMAN	0.00013553596
sp|P39748|FEN1_HUMAN	0.00013553596
sp|P53992|SC24C_HUMAN	0.00013553596
sp|P80303|NUCB2_HUMAN	0.00013553596
sp|Q13601|KRR1_HUMAN	0.00013553596
sp|Q15904|VAS1_HUMAN	0.00013553596
sp|Q53H12|AGK_HUMAN	0.00013553596
sp|Q5TC84|OGRL1_HUMAN	0.00013553596
sp|Q92747|ARC1A_HUMAN	0.00013553596
sp|Q99538|LGMN_HUMAN	0.00013553596
sp|Q9NYK5|RM39_HUMAN	0.00013553596
sp|Q9NYL9|TMOD3_HUMAN	0.00013553596
sp|Q9Y639|NPTN_HUMAN	0.00013553596
sp|O43264|ZW10_HUMAN	0.00013263794
sp|P07864|LDHC_HUMAN	0.00012986118
sp|P0DJJ0|SRG2C_HUMAN	0.00012986118
sp|P38919|IF4A3_HUMAN	0.00012986118
sp|P43304|GPDM_HUMAN	0.00012986118
sp|P49841|GSK3B_HUMAN	0.00012986118
sp|P82650|RT22_HUMAN	0.00012986118
sp|Q58FF8|H90B2_HUMAN	0.00012986118
sp|Q8N6T3|ARFG1_HUMAN	0.00012986118
sp|Q969G3|SMCE1_HUMAN	0.00012986118
sp|Q9H2U2|IPYR2_HUMAN	0.00012986118
sp|Q9H4B7|TBB1_HUMAN	0.00012986118
sp|Q9P289|STK26_HUMAN	0.00012986118
sp|Q9Y6E0|STK24_HUMAN	0.00012986118
sp|P41250|SYG_HUMAN	0.00012719823
sp|Q15424|SAFB1_HUMAN	0.00012719823
sp|O00506|STK25_HUMAN	0.00012464223
sp|O43175|SERA_HUMAN	0.00012464223
sp|P13861|KAP2_HUMAN	0.00012464223
sp|P26440|IVD_HUMAN	0.00012464223
sp|P30533|AMRP_HUMAN	0.00012464223
sp|P48723|HSP13_HUMAN	0.00012464223
sp|Q00005|2ABB_HUMAN	0.00012464223
sp|Q14141|SEPT6_HUMAN	0.00012464223
sp|Q14677|EPN4_HUMAN	0.00012464223
sp|Q66LE6|2ABD_HUMAN	0.00012464223
sp|Q6NVY1|HIBCH_HUMAN	0.00012464223
sp|Q7Z7A4|PXK_HUMAN	0.00012464223
sp|Q8N684|CPSF7_HUMAN	0.00012464223
sp|Q96DU9|PABP5_HUMAN	0.00012464223
sp|Q96EY1|DNJA3_HUMAN	0.00012464223
sp|Q96JJ7|TMX3_HUMAN	0.00012464223
sp|Q9H0S4|DDX47_HUMAN	0.00012464223
sp|Q9H7Z7|PGES2_HUMAN	0.00012464223
sp|Q9NTK5|OLA1_HUMAN	0.00012464223
sp|Q9NUQ7|UFSP2_HUMAN	0.00012464223
sp|Q9P0V9|SEP10_HUMAN	0.00012464223
sp|Q9Y697|NFS1_HUMAN	0.00012464223
sp|P22413|ENPP1_HUMAN	0.00012218686
sp|Q8TCS8|PNPT1_HUMAN	0.00012218686
sp|O75616|ERAL1_HUMAN	0.00011982632
sp|O76014|KRT37_HUMAN	0.00011982632
sp|O76015|KRT38_HUMAN	0.00011982632
sp|O95067|CCNB2_HUMAN	0.00011982632
sp|P09104|ENOG_HUMAN	0.00011982632
sp|P17980|PRS6A_HUMAN	0.00011982632
sp|P31150|GDIA_HUMAN	0.00011982632
sp|P45954|ACDSB_HUMAN	0.00011982632
sp|P49189|AL9A1_HUMAN	0.00011982632
sp|P52294|IMA5_HUMAN	0.00011982632
sp|P55010|IF5_HUMAN	0.00011982632
sp|Q13561|DCTN2_HUMAN	0.00011982632
sp|Q7Z3Y7|K1C28_HUMAN	0.00011982632
sp|Q8NBL1|PGLT1_HUMAN	0.00011982632
sp|Q8WWY3|PRP31_HUMAN	0.00011982632
sp|Q92665|RT31_HUMAN	0.00011982632
sp|Q9BRX2|PELO_HUMAN	0.00011982632
sp|Q9BZF9|UACA_HUMAN	0.00011982632
sp|Q9UL15|BAG5_HUMAN	0.00011982632
sp|Q9Y5X2|SNX8_HUMAN	0.00011982632
sp|Q14151|SAFB2_HUMAN	0.0001175552
sp|O00622|CYR61_HUMAN	0.00011536853
sp|O14974|MYPT1_HUMAN	0.00011536853
sp|P07205|PGK2_HUMAN	0.00011536853
sp|P13645|K1C10_HUMAN	0.00011536853
sp|P62195|PRS8_HUMAN	0.00011536853
sp|P63151|2ABA_HUMAN	0.00011536853
sp|Q13418|ILK_HUMAN	0.00011536853
sp|Q14525|KT33B_HUMAN	0.00011536853
sp|Q15323|K1H1_HUMAN	0.00011536853
sp|Q643R3|LPCT4_HUMAN	0.00011536853
sp|Q6YN16|HSDL2_HUMAN	0.00011536853
sp|Q86VY9|T200A_HUMAN	0.00011536853
sp|Q8NFQ8|TOIP2_HUMAN	0.00011536853
sp|Q96IZ5|RBM41_HUMAN	0.00011536853
sp|Q9BT78|CSN4_HUMAN	0.00011536853
sp|Q9BY77|PDIP3_HUMAN	0.00011536853
sp|Q9H0C8|ILKAP_HUMAN	0.00011536853
sp|Q9P291|ARMX1_HUMAN	0.00011536853
sp|Q9UQM7|KCC2A_HUMAN	0.00011536853
sp|P16615|AT2A2_HUMAN	0.00011326167
sp|Q92626|PXDN_HUMAN	0.00011257639
sp|O15269|SPTC1_HUMAN	0.00011123036
sp|O94919|ENDD1_HUMAN	0.00011123036
sp|P05455|LA_HUMAN	0.00011123036
sp|P11182|ODB2_HUMAN	0.00011123036
sp|P26196|DDX6_HUMAN	0.00011123036
sp|P57740|NU107_HUMAN	0.00011123036
sp|P82933|RT09_HUMAN	0.00011123036
sp|Q13895|BYST_HUMAN	0.00011123036
sp|Q7L0Y3|MRRP1_HUMAN	0.00011123036
sp|Q8IYS2|K2013_HUMAN	0.00011123036
sp|Q96ER9|CCD51_HUMAN	0.00011123036
sp|Q9UIQ6|LCAP_HUMAN	0.00011123036
sp|O75131|CPNE3_HUMAN	0.00010737865
sp|O96005|CLPT1_HUMAN	0.00010737865
sp|P13489|RINI_HUMAN	0.00010737865
sp|P23381|SYWC_HUMAN	0.00010737865
sp|P50336|PPOX_HUMAN	0.00010737865
sp|Q13123|RED_HUMAN	0.00010737865
sp|Q14532|K1H2_HUMAN	0.00010737865
sp|Q66K89|E4F1_HUMAN	0.00010737865
sp|Q8IXI1|MIRO2_HUMAN	0.00010737865
sp|Q9Y5J1|UTP18_HUMAN	0.00010737865
sp|O00410|IPO5_HUMAN	0.00010555105
sp|Q08379|GOGA2_HUMAN	0.00010555105
sp|O75526|RMXL2_HUMAN	0.00010378462
sp|O75955|FLOT1_HUMAN	0.00010378462
sp|P04798|CP1A1_HUMAN	0.00010378462
sp|P15313|VATB1_HUMAN	0.00010378462
sp|P34896|GLYC_HUMAN	0.00010378462
sp|P35998|PRS7_HUMAN	0.00010378462
sp|P50579|MAP2_HUMAN	0.00010378462
sp|P54578|UBP14_HUMAN	0.00010378462
sp|P78385|KRT83_HUMAN	0.00010378462
sp|Q14533|KRT81_HUMAN	0.00010378462
sp|Q92526|TCPW_HUMAN	0.00010378462
sp|Q96DZ1|ERLEC_HUMAN	0.00010378462
sp|Q9Y5X1|SNX9_HUMAN	0.00010378462
sp|Q14152|EIF3A_HUMAN	0.00010263948
sp|P0CG48|UBC_HUMAN	0.00010207633
sp|P46940|IQGA1_HUMAN	0.00010151931
sp|P04062|GLCM_HUMAN	0.00010042332
sp|P09543|CN37_HUMAN	0.00010042332
sp|P32780|TF2H1_HUMAN	0.00010042332
sp|Q14554|PDIA5_HUMAN	0.00010042332
sp|Q8IVW6|ARI3B_HUMAN	0.00010042332
sp|Q969N2|PIGT_HUMAN	0.00010042332
sp|Q07157|ZO1_HUMAN	9.9350727e-005
sp|Q7Z2W4|ZCCHV_HUMAN	9.8822988e-005
sp|A8MQT2|GOG8B_HUMAN	9.7272838e-005
sp|O76013|KRT36_HUMAN	9.7272838e-005
sp|P04040|CATA_HUMAN	9.7272838e-005
sp|P19013|K2C4_HUMAN	9.7272838e-005
sp|P22570|ADRO_HUMAN	9.7272838e-005
sp|P35900|K1C20_HUMAN	9.7272838e-005
sp|Q01518|CAP1_HUMAN	9.7272838e-005
sp|Q08380|LG3BP_HUMAN	9.7272838e-005
sp|Q14254|FLOT2_HUMAN	9.7272838e-005
sp|Q2TAY7|SMU1_HUMAN	9.7272838e-005
sp|Q58FF7|H90B3_HUMAN	9.7272838e-005
sp|Q6UWP8|SBSN_HUMAN	9.7272838e-005
sp|Q92764|KRT35_HUMAN	9.7272838e-005
sp|Q99856|ARI3A_HUMAN	9.7272838e-005
sp|O60313|OPA1_HUMAN	9.5770527e-005
sp|O00232|PSD12_HUMAN	9.4313924e-005
sp|O95793|STAU1_HUMAN	9.4313924e-005
sp|P14136|GFAP_HUMAN	9.4313924e-005
sp|P40222|TXLNA_HUMAN	9.4313924e-005
sp|P83111|LACTB_HUMAN	9.4313924e-005
sp|Q13422|IKZF1_HUMAN	9.4313924e-005
sp|Q15642|CIP4_HUMAN	9.4313924e-005
sp|Q2M2I5|K1C24_HUMAN	9.4313924e-005
sp|Q8NFF5|FAD1_HUMAN	9.4313924e-005
sp|Q9Y6N5|SQRD_HUMAN	9.4313924e-005
sp|Q6PKG0|LARP1_HUMAN	9.2900947e-005
sp|Q9P0K7|RAI14_HUMAN	9.2900947e-005
sp|O43790|KRT86_HUMAN	9.152967e-005
sp|P12081|SYHC_HUMAN	9.152967e-005
sp|P17812|PYRG1_HUMAN	9.152967e-005
sp|P80404|GABT_HUMAN	9.152967e-005
sp|Q6P1J9|CDC73_HUMAN	9.152967e-005
sp|Q86Y46|K2C73_HUMAN	9.152967e-005
sp|Q9P0J1|PDP1_HUMAN	9.152967e-005
sp|P28838|AMPL_HUMAN	8.8905021e-005
sp|P69849|NOMO3_HUMAN	8.8905021e-005
sp|Q14203|DCTN1_HUMAN	8.8905021e-005
sp|Q15155|NOMO1_HUMAN	8.8905021e-005
sp|Q3SY84|K2C71_HUMAN	8.8905021e-005
sp|Q7RTS7|K2C74_HUMAN	8.8905021e-005
sp|Q86V48|LUZP1_HUMAN	8.8905021e-005
sp|O43252|PAPS1_HUMAN	8.6426662e-005
sp|O75475|PSIP1_HUMAN	8.6426662e-005
sp|P31939|PUR9_HUMAN	8.6426662e-005
sp|P78386|KRT85_HUMAN	8.6426662e-005
sp|Q14CN4|K2C72_HUMAN	8.6426662e-005
sp|Q16352|AINX_HUMAN	8.6426662e-005
sp|Q5JPE7|NOMO2_HUMAN	8.6426662e-005
sp|Q5JWF2|GNAS1_HUMAN	8.6426662e-005
sp|Q8N1N4|K2C78_HUMAN	8.6426662e-005
sp|Q9NVP1|DDX18_HUMAN	8.6426662e-005
sp|A7E2F4|GOG8A_HUMAN	8.4082691e-005
sp|P30038|AL4A1_HUMAN	8.4082691e-005
sp|P30613|KPYR_HUMAN	8.4082691e-005
sp|Q5T2E6|CJ076_HUMAN	8.4082691e-005
sp|Q71RC2|LARP4_HUMAN	8.4082691e-005
sp|Q8WX93|PALLD_HUMAN	8.4082691e-005
sp|Q96S66|CLCC1_HUMAN	8.4082691e-005
sp|E9PAV3|NACAM_HUMAN	8.2589409e-005
sp|O15091|MRRP3_HUMAN	8.1862469e-005
sp|P19022|CADH2_HUMAN	8.1862469e-005
sp|P55265|DSRAD_HUMAN	8.1862469e-005
sp|Q9UKV3|ACINU_HUMAN	8.0795748e-005
sp|O15020|SPTN2_HUMAN	7.9756457e-005
sp|O60488|ACSL4_HUMAN	7.9756457e-005
sp|O95573|ACSL3_HUMAN	7.9756457e-005
sp|P38606|VATA_HUMAN	7.9756457e-005
sp|Q14258|TRI25_HUMAN	7.9756457e-005
sp|Q5T160|SYRM_HUMAN	7.9756457e-005
sp|Q86U38|NOP9_HUMAN	7.9756457e-005
sp|Q92804|RBP56_HUMAN	7.9756457e-005
sp|Q9H1B7|I2BPL_HUMAN	7.9756457e-005
sp|Q9NVH0|EXD2_HUMAN	7.9756457e-005
sp|Q9UKM7|MA1B1_HUMAN	7.9756457e-005
sp|Q9H2D6|TARA_HUMAN	7.8743557e-005
sp|Q14669|TRIPC_HUMAN	7.8411613e-005
sp|O75400|PR40A_HUMAN	7.7756049e-005
sp|P07196|NFL_HUMAN	7.7756049e-005
sp|P08240|SRPR_HUMAN	7.7756049e-005
sp|P22033|MUTA_HUMAN	7.7756049e-005
sp|Q08945|SSRP1_HUMAN	7.7756049e-005
sp|Q0ZGT2|NEXN_HUMAN	7.7756049e-005
sp|Q5TAT6|CODA1_HUMAN	7.7756049e-005
sp|Q8TB72|PUM2_HUMAN	7.7756049e-005
sp|P02768|ALBU_HUMAN	7.5853517e-005
sp|P07384|CAN1_HUMAN	7.5853517e-005
sp|P48449|ERG7_HUMAN	7.5853517e-005
sp|Q09161|NCBP1_HUMAN	7.5853517e-005
sp|Q9BZE4|NOG1_HUMAN	7.5853517e-005
sp|O14787|TNPO2_HUMAN	7.404184e-005
sp|P35908|K22E_HUMAN	7.404184e-005
sp|P54136|SYRC_HUMAN	7.404184e-005
sp|Q07954|LRP1_HUMAN	7.3457028e-005
sp|P14923|PLAK_HUMAN	7.2314666e-005
sp|P61764|STXB1_HUMAN	7.2314666e-005
sp|Q8N3R9|MPP5_HUMAN	7.2314666e-005
sp|O75326|SEM7A_HUMAN	7.0666218e-005
sp|P05067|A4_HUMAN	7.0666218e-005
sp|Q14671|PUM1_HUMAN	7.0666218e-005
sp|Q8WWM7|ATX2L_HUMAN	7.0666218e-005
sp|Q96EY7|PTCD3_HUMAN	7.0666218e-005
sp|Q9UHN6|TMEM2_HUMAN	6.9869857e-005
sp|O14672|ADA10_HUMAN	6.9091235e-005
sp|O95486|SC24A_HUMAN	6.9091235e-005
sp|P42224|STAT1_HUMAN	6.9091235e-005
sp|Q5TAP6|UT14C_HUMAN	6.9091235e-005
sp|Q9UPT5|EXOC7_HUMAN	6.9091235e-005
sp|O94808|GFPT2_HUMAN	6.7584908e-005
sp|P12270|TPR_HUMAN	6.7584908e-005
sp|Q8NE71|ABCF1_HUMAN	6.7584908e-005
sp|Q9BVJ6|UT14A_HUMAN	6.7584908e-005
sp|Q6XZF7|DNMBP_HUMAN	6.6856112e-005
sp|B5ME19|EIFCL_HUMAN	6.6142857e-005
sp|O00471|EXOC5_HUMAN	6.6142857e-005
sp|P26639|SYTC_HUMAN	6.6142857e-005
sp|Q3KQU3|MA7D1_HUMAN	6.6142857e-005
sp|Q96QC0|PP1RA_HUMAN	6.6142857e-005
sp|Q99613|EIF3C_HUMAN	6.6142857e-005
sp|Q9NQI0|DDX4_HUMAN	6.6142857e-005
sp|Q14980|NUMA1_HUMAN	6.5675747e-005
sp|P11277|SPTB1_HUMAN	6.5215187e-005
sp|O94776|MTA2_HUMAN	6.4761043e-005
sp|Q06210|GFPT1_HUMAN	6.4761043e-005
sp|Q6SZW1|SARM1_HUMAN	6.4761043e-005
sp|Q96KR1|ZFR_HUMAN	6.4761043e-005
sp|P52824|DGKQ_HUMAN	6.3435771e-005
sp|P98175|RBM10_HUMAN	6.3435771e-005
sp|Q13443|ADAM9_HUMAN	6.3435771e-005
sp|Q9BXP5|SRRT_HUMAN	6.3435771e-005
sp|Q9BZQ6|EDEM3_HUMAN	6.3435771e-005
sp|Q9NVP4|DZAN1_HUMAN	6.3435771e-005
sp|Q9UBF2|COPG2_HUMAN	6.3435771e-005
